1,0.956681
2,0.755605
3,0.803497
4,0.780907
8,0.777015
16,0.787138
32,0.755299
64,0.795624
128,0.814384
128,0.843665
128,0.765692
128,0.787607
128,0.685248
128,0.826501
128,0.692737
128,0.89182
128,0.845847
8,0.946329
